,,top,mac,L4,L3,L2,L4_tree,L3_tree,L2_tree,mult_2x2,count,out_reg,pipe_reg,in_reg,accum
8x2,BG_L3_L4_00_L3_10_L2_10_DVAFS_0,359.86699,332.90178,269.05827,269.05827,91.18705,-0.0,177.87122,62.87929,28.30776,0.0,21.41099,0.0,24.12396,45.27377
8x2,BG_L3_L4_00_L3_10_L2_11_DVAFS_0,239.8587,171.77345,151.04961,150.9565,93.64722,0.09311,57.30928,67.81289,25.83433,0.0,6.1389,0.0,61.68811,20.98207
8x2,BG_L3_L4_00_L3_11_L2_10_DVAFS_0,310.42457,282.00153,246.36108,246.36108,75.92294,-0.0,170.43814,50.43473,25.48821,0.0,12.72984,0.0,26.04414,25.2895
8x2,BITBLADE,235.67931,164.20354,149.84009,149.84009,85.28383,-0.0,64.55626,61.16146,24.12236,0.0,3.66984,0.0,65.25557,16.9138
8x2,BG_L3_L4_10_L3_00_L2_10_DVAFS_0,612.61349,580.27962,451.27393,238.26555,92.35185,213.00837,145.91371,62.58445,29.7674,0.0,24.39903,0.0,27.62076,109.31977
8x2,BG_L3_L4_10_L3_00_L2_11_DVAFS_0,281.40366,220.23433,197.28842,138.03301,91.59417,59.25541,46.43884,67.66809,23.92608,0.0,6.2056,0.0,55.10212,22.80752
8x2,BG_L3_L4_10_L3_10_L2_10_DVAFS_0,356.1393,248.9957,231.58878,189.48819,64.96969,42.10059,124.5185,43.88798,21.08171,0.0,6.21708,0.0,93.22549,25.10796
8x2,BG_L3_L4_10_L3_10_L2_11_DVAFS_0,363.25166,195.19793,190.8906,176.66609,106.36817,14.2245,70.29792,79.29458,27.07359,0.0,1.73803,0.0,150.77477,19.84826
8x2,BG_L3_L4_10_L3_11_L2_10_DVAFS_0,371.19955,261.64536,251.68683,213.35648,67.20891,38.33035,146.14757,45.11019,22.09872,0.0,3.77301,0.0,98.62127,17.11844
8x2,BG_L3_L4_10_L3_11_L2_11_DVAFS_0,412.16168,211.57071,207.83962,192.02516,111.79776,15.81446,80.2274,83.40049,28.39727,0.0,1.059,0.0,179.59475,23.66831
8x2,BG_L3_L4_11_L3_00_L2_10_DVAFS_0,829.03059,790.14151,732.57826,203.92067,89.45298,528.65759,114.46769,61.20735,28.24564,0.0,9.10953,0.0,34.20727,53.13554
8x2,BG_L3_L4_11_L3_00_L2_11_DVAFS_0,472.59432,322.7059,312.49539,196.30321,138.75752,116.19218,57.54569,108.09668,30.66085,0.0,1.77334,0.0,137.2569,21.06868
8x2,BG_L3_L4_11_L3_10_L2_10_DVAFS_0,474.19066,303.07404,298.18966,248.27584,85.50095,49.91382,162.77488,60.06172,25.43923,0.0,1.76206,0.0,154.08002,20.15893
8x2,BG_L3_L4_11_L3_10_L2_11_DVAFS_0,546.37013,251.78297,250.30392,236.01132,149.66446,14.29259,86.34686,112.65859,37.00588,0.0,0.46533,0.0,267.85475,27.74613
8x2,BG_L3_L4_11_L3_11_L2_10_DVAFS_0,521.39125,296.08759,292.55079,247.9646,90.33619,44.58619,157.62841,64.69044,25.64575,0.0,0.98503,0.0,202.15992,25.69551
8x2,BG_L3_L4_11_L3_11_L2_11_DVAFS_0,772.75761,287.47484,286.00766,271.08101,167.3083,14.92664,103.77271,128.63215,38.67615,0.0,0.33237,0.0,441.35088,45.0667
8x2,LOOM,236.71311,223.84392,156.64296,154.43566,154.43566,2.20731,0.0,81.15602,16.6288,0.09943,16.49712,56.65083,10.45249,53.12053
8x2,BG_BS_L4_00_L3_10_L2_11_DVAFS_0,199.26946,176.2464,159.28818,157.08299,144.74261,2.20519,12.34037,71.98545,16.1947,0.11229,5.10946,56.56246,19.78026,15.09156
8x2,BG_BS_L4_00_L3_11_L2_11_DVAFS_0,203.26663,166.21578,158.88364,156.67855,141.74197,2.20509,14.93657,70.36935,14.86971,0.10743,1.86964,56.50291,32.80881,9.70454
8x2,BG_BS_L4_10_L3_00_L2_11_DVAFS_0,247.40565,225.00336,206.89548,157.59477,157.59477,49.30072,0.0,83.83819,16.98886,0.09905,5.22702,56.76771,19.15965,16.12349
8x2,BG_BS_L4_10_L3_10_L2_11_DVAFS_0,249.71591,188.49932,182.12638,156.56196,142.29996,25.56442,14.26201,70.15439,15.43487,0.11229,1.64639,56.7107,54.66982,11.27331
8x2,BG_BS_L4_10_L3_11_L2_11_DVAFS_0,249.56478,174.64316,172.32681,160.19123,143.30782,12.13558,16.88341,70.75134,14.82051,0.10743,0.58999,57.73597,67.31999,9.32799
8x2,BG_BS_L4_11_L3_00_L2_11_DVAFS_0,273.40128,237.47009,228.47558,150.9311,150.9311,77.54448,0.0,78.79621,15.10624,0.10949,2.21714,57.02866,31.66733,11.04122
8x2,BG_BS_L4_11_L3_10_L2_11_DVAFS_0,279.01485,204.33794,201.47788,162.87336,145.07638,38.60452,17.79698,72.69599,14.94186,0.09497,0.69168,57.43854,67.08297,9.76231
8x2,BG_BS_L4_11_L3_11_L2_11_DVAFS_0,318.63385,189.49094,188.63285,170.99535,151.01743,17.6375,19.97792,76.42727,15.00997,0.09977,0.19659,59.58018,117.48574,12.31868
4x4,BG_L2_L4_00_L3_00_L2_00_DVAFS_0,607.78174,584.21686,173.81631,173.81631,173.81631,0.0,-0.0,140.41345,33.40285,0.0,208.63316,0.0,7.00373,218.32854
4x4,BG_L2_L4_00_L3_00_L2_10_DVAFS_0,519.11791,503.42148,257.60848,257.60848,257.60848,0.0,-0.0,222.86388,34.7446,0.0,84.03674,0.0,10.14968,167.323
4x4,BG_L2_L4_00_L3_00_L2_11_DVAFS_0,394.67577,378.64058,199.17357,199.17357,199.17357,0.0,-0.0,170.62269,28.55088,0.0,46.22812,0.0,12.79872,136.47537
4x4,BG_L2_L4_00_L3_10_L2_00_DVAFS_0,614.47122,598.60916,361.84253,361.84253,178.90212,-0.0,182.94041,149.75176,29.15036,0.0,71.28037,0.0,10.31527,171.03305
4x4,BG_L2_L4_00_L3_10_L2_10_DVAFS_0,398.41556,369.06182,288.61043,288.61043,203.53523,0.0,85.07519,175.02426,28.51098,0.0,25.72596,0.0,24.18772,59.89146
4x4,BG_L2_L4_00_L3_10_L2_11_DVAFS_0,293.01498,264.55598,222.9298,222.9298,203.06289,0.0,19.86691,174.14876,28.91413,0.0,12.14263,0.0,26.08436,31.8582
4x4,BG_L2_L4_00_L3_11_L2_00_DVAFS_0,543.8091,516.86679,400.03982,400.03982,138.01534,0.0,262.02448,115.02703,22.98831,0.0,20.94429,0.0,23.57584,99.24914
4x4,BG_L2_L4_00_L3_11_L2_10_DVAFS_0,384.40378,329.26372,306.31785,306.31785,217.18651,0.0,89.13134,187.44,29.74651,0.0,7.31027,0.0,50.02488,20.75079
4x4,BITFUSION,272.83032,222.82876,214.27491,214.27491,192.15925,-0.0,22.11567,164.13388,28.02536,0.0,3.84229,0.0,45.84685,8.86627
4x4,BG_L2_L4_10_L3_00_L2_00_DVAFS_0,730.7684,714.8315,480.24558,187.02581,187.02581,293.21977,-0.0,158.17962,28.84619,0.0,70.40933,0.0,10.37087,169.74261
4x4,BG_L2_L4_10_L3_00_L2_10_DVAFS_0,501.84559,475.36466,389.23144,269.24104,269.24104,119.99041,0.0,236.8559,32.38513,0.0,25.49139,0.0,23.62277,63.49999
4x4,BG_L2_L4_10_L3_00_L2_11_DVAFS_0,367.55638,338.65345,294.31647,204.27549,204.27549,90.04098,-0.0,176.31632,27.95917,0.0,12.35043,0.0,26.40834,34.48113
4x4,BG_L2_L4_10_L3_10_L2_00_DVAFS_0,607.15214,573.65682,476.51462,271.10854,133.64294,205.40608,137.4656,109.61904,24.0239,0.0,21.50119,0.0,28.7894,80.34693
4x4,BG_L2_L4_10_L3_10_L2_10_DVAFS_0,522.96734,403.55074,372.47488,300.29633,221.36528,72.17855,78.93104,191.5164,29.84889,0.0,7.63274,0.0,103.83302,39.0267
4x4,BG_L2_L4_10_L3_10_L2_11_DVAFS_0,364.04103,255.4443,246.98483,214.7039,195.1677,32.28094,19.5362,166.74214,28.42556,0.0,3.46597,0.0,98.43205,15.15818
4x4,BG_L2_L4_10_L3_11_L2_00_DVAFS_0,640.776,548.25977,521.9328,381.83517,143.61067,140.09764,238.2245,114.78394,28.82673,0.0,5.98704,0.0,84.12828,28.72788
4x4,BG_L2_L4_10_L3_11_L2_10_DVAFS_0,551.30616,361.41827,353.21513,326.87251,248.25089,26.34263,78.62162,215.12268,33.12821,0.0,2.12729,0.0,171.27112,24.69261
4x4,BG_L2_L4_10_L3_11_L2_11_DVAFS_0,475.07984,249.55109,247.0903,237.11104,215.2373,9.97926,21.87374,183.42109,31.81621,0.0,0.89787,0.0,202.39401,24.69765
4x4,BG_L2_L4_11_L3_00_L2_00_DVAFS_0,778.01861,758.3764,636.70488,138.61683,138.61683,498.08805,-0.0,116.20259,22.41424,0.0,21.63316,0.0,16.56917,103.1114
4x4,BG_L2_L4_11_L3_00_L2_10_DVAFS_0,508.44946,465.30225,441.54611,235.74653,235.74653,205.79958,0.0,203.87379,31.87274,0.0,7.26077,0.0,39.01551,20.62707
4x4,BG_L2_L4_11_L3_00_L2_11_DVAFS_0,380.61563,324.82951,315.67945,206.34342,206.34342,109.33603,-0.0,178.07861,28.2648,0.0,3.55402,0.0,50.87119,10.51097
4x4,BG_L2_L4_11_L3_10_L2_00_DVAFS_0,784.20325,738.69194,705.47636,279.66098,145.16649,425.81538,134.49449,117.69389,27.4726,0.0,6.24634,0.0,40.24995,32.23061
4x4,BG_L2_L4_11_L3_10_L2_10_DVAFS_0,657.38737,441.06886,431.10976,325.59011,249.64041,105.51965,75.9497,215.6374,34.00301,0.0,1.99421,0.0,194.9157,29.36769
4x4,BG_L2_L4_11_L3_10_L2_11_DVAFS_0,488.84107,285.98831,283.30089,244.79578,222.12826,38.50511,22.66751,191.05775,31.07052,0.0,0.88376,0.0,181.55522,23.1012
4x4,BG_L2_L4_11_L3_11_L2_00_DVAFS_0,837.17833,691.98845,682.23981,428.37637,173.56676,253.86343,254.80961,140.2604,33.30637,0.0,1.9854,0.0,132.80949,20.14363
4x4,BG_L2_L4_11_L3_11_L2_10_DVAFS_0,867.38934,534.89845,529.79751,483.28709,367.27694,46.51042,116.01015,309.71298,57.56396,0.0,0.98185,0.0,303.38636,33.22362
4x4,BG_L2_L4_11_L3_11_L2_11_DVAFS_0,742.32428,334.34412,333.45381,321.25925,283.32902,12.19456,37.93023,241.32545,42.00357,0.0,0.22865,0.0,368.93757,39.70425
4x4,BG_L3_L4_00_L3_00_L2_10_DVAFS_0,421.11322,405.30037,194.14669,194.14669,79.63243,0.0,114.51426,51.97017,27.66226,0.0,71.10048,0.0,10.26491,145.60113
4x4,BG_L3_L4_00_L3_00_L2_11_DVAFS_0,236.79018,207.58728,142.45221,142.45221,93.49959,0.0,48.95262,69.05871,24.44089,0.0,20.8008,0.0,25.63358,47.90358
4x4,BG_L3_L4_00_L3_10_L2_10_DVAFS_0,375.36276,348.39753,259.12571,259.12571,90.34579,0.0,168.77992,62.08578,28.26002,0.0,25.03399,0.0,24.12396,67.0791
4x4,BG_L3_L4_00_L3_10_L2_11_DVAFS_0,257.33949,189.25396,160.94894,160.85583,92.18594,0.09311,68.66989,67.02776,25.15818,0.0,7.41579,0.0,61.68811,27.28664
4x4,BG_L3_L4_00_L3_11_L2_10_DVAFS_0,285.20096,256.77786,225.35401,225.35401,68.53591,0.0,156.8181,44.00825,24.52766,0.0,11.93036,0.0,26.04414,21.87245
4x4,BITBLADE,241.94335,170.46731,157.57255,157.57255,86.14634,0.0,71.42621,62.00925,24.13709,0.0,3.47833,0.0,65.25557,15.63689
4x4,BG_L3_L4_10_L3_00_L2_10_DVAFS_0,636.492,604.15813,479.49619,255.22486,92.35185,224.27133,162.87302,62.58445,29.7674,0.0,24.44957,0.0,27.62076,104.92547
4x4,BG_L3_L4_10_L3_00_L2_11_DVAFS_0,285.74185,224.57252,203.08116,145.52694,91.59417,57.55422,53.93278,67.66809,23.92608,0.0,6.08619,0.0,55.10212,21.47238
4x4,BG_L3_L4_10_L3_10_L2_10_DVAFS_0,412.11666,304.97298,274.20712,206.6122,64.45295,67.59492,142.15925,43.76409,20.68886,0.0,7.69631,0.0,93.22549,36.98774
4x4,BG_L3_L4_10_L3_10_L2_11_DVAFS_0,386.71525,218.66054,211.20747,186.69123,106.54686,24.51624,80.14437,79.68599,26.86087,0.0,2.17547,0.0,150.77477,22.55754
4x4,BG_L3_L4_10_L3_11_L2_10_DVAFS_0,387.77987,278.22542,269.19237,229.51546,69.16475,39.67691,160.35071,46.28068,22.88407,0.0,3.61582,0.0,98.62127,16.35041
4x4,BG_L3_L4_10_L3_11_L2_11_DVAFS_0,416.74266,216.14873,212.97801,199.45831,110.90362,13.51971,88.55468,82.6681,28.23552,0.0,0.99952,0.0,179.59475,23.17039
4x4,BG_L3_L4_11_L3_00_L2_10_DVAFS_0,612.56168,573.6726,536.30926,212.05639,89.45298,324.25287,122.6034,61.20735,28.24564,0.0,7.5906,0.0,34.20727,34.45456
4x4,BG_L3_L4_11_L3_00_L2_11_DVAFS_0,459.23652,309.3481,300.73162,196.77194,138.75752,103.95968,58.01442,108.09668,30.66085,0.0,1.68961,0.0,137.2569,19.55838
4x4,BG_L3_L4_11_L3_10_L2_10_DVAFS_0,525.79733,354.67982,344.74183,243.32472,84.39988,101.41711,158.92484,59.42394,24.97594,0.0,2.1415,0.0,154.08002,24.83398
4x4,BG_L3_L4_11_L3_10_L2_11_DVAFS_0,570.61962,276.03022,272.75699,238.7042,150.27966,34.05279,88.42454,113.38326,36.8964,0.0,0.56834,0.0,267.85475,29.43954
4x4,BG_L3_L4_11_L3_11_L2_10_DVAFS_0,516.04904,290.7423,287.72117,249.92539,90.37693,37.79577,159.54847,64.69687,25.68005,0.0,0.94847,0.0,202.15992,25.21948
4x4,BG_L3_L4_11_L3_11_L2_11_DVAFS_0,768.95616,283.66829,282.50158,270.37344,164.43945,12.12814,105.93399,126.49823,37.94122,0.0,0.31344,0.0,441.35088,44.79025
4x4,LOOM,238.57962,224.74833,153.89198,152.42192,152.42192,1.47007,0.0,87.24298,18.66659,0.1931,15.48186,46.51235,11.39512,57.81065
4x4,BG_BS_L4_00_L3_10_L2_11_DVAFS_0,202.21807,173.72001,158.83219,157.28914,146.68824,1.54305,10.6009,81.79239,18.71599,0.13632,4.63499,46.17986,25.06248,13.6884
4x4,BG_BS_L4_00_L3_11_L2_11_DVAFS_0,201.85802,162.00263,155.4581,154.12576,141.63292,1.33234,12.49284,77.35555,17.65218,0.20109,1.68857,46.62519,35.53624,9.17511
4x4,BG_BS_L4_10_L3_00_L2_11_DVAFS_0,247.18239,219.79277,204.00777,160.60421,160.60421,43.40356,0.0,94.65806,19.24442,0.19271,4.7496,46.70173,23.95422,14.4708
4x4,BG_BS_L4_10_L3_10_L2_11_DVAFS_0,268.86143,186.71391,181.04287,157.27251,145.05931,23.77036,12.2132,79.93346,18.84409,0.13633,1.50217,46.28176,74.71424,11.60214
4x4,BG_BS_L4_10_L3_11_L2_11_DVAFS_0,266.73204,173.48698,171.27386,161.04709,146.39167,10.22678,14.65542,81.10853,17.69591,0.20109,0.54431,47.58723,84.87278,10.04109
4x4,BG_BS_L4_11_L3_00_L2_11_DVAFS_0,265.17611,226.92764,218.85227,149.78153,149.78153,69.07073,-0.0,85.89186,17.3442,0.13388,2.01807,46.54547,33.90752,10.39826
4x4,BG_BS_L4_11_L3_10_L2_11_DVAFS_0,292.66829,199.64611,197.03049,161.04554,144.92973,35.98495,16.11581,80.08247,17.953,0.119,0.63868,46.89426,84.6576,10.34151
4x4,BG_BS_L4_11_L3_11_L2_11_DVAFS_0,322.40942,185.61319,184.62696,168.48937,150.4259,16.13759,18.06347,84.03281,17.58245,0.19094,0.18791,48.81064,124.83083,12.76372
2x2,BG_L2_L4_00_L3_00_L2_00_DVAFS_0,690.96044,667.39556,199.46347,199.46347,199.46347,-0.0,0.0,166.06062,33.40285,0.0,232.70708,0.0,7.00373,251.78616
2x2,BG_L2_L4_00_L3_00_L2_10_DVAFS_0,568.25465,552.55817,247.83083,247.83083,247.83083,0.0,0.0,213.15675,34.67409,0.0,93.34281,0.0,10.14968,216.93132
2x2,BG_L2_L4_00_L3_00_L2_11_DVAFS_0,349.89985,333.86434,191.17331,191.17331,191.17331,0.0,-0.0,165.39801,25.7753,0.0,42.3793,0.0,12.79872,103.54852
2x2,BG_L2_L4_00_L3_10_L2_00_DVAFS_0,713.69041,697.82835,419.95744,419.95744,213.76783,0.0,206.18961,184.61747,29.15036,0.0,89.81243,0.0,10.31527,193.60527
2x2,BG_L2_L4_00_L3_10_L2_10_DVAFS_0,353.12849,323.7747,229.48152,229.48152,163.16771,0.0,66.31381,136.06989,27.09783,0.0,28.41632,0.0,24.18772,71.04293
2x2,BG_L2_L4_00_L3_10_L2_11_DVAFS_0,285.72262,257.26059,216.35437,216.35437,200.70345,0.0,15.65092,173.64731,27.05614,0.0,11.47477,0.0,26.08436,31.80913
2x2,BG_L2_L4_00_L3_11_L2_00_DVAFS_0,613.19054,586.24822,447.55538,447.55538,162.58826,0.0,284.96712,139.59995,22.98831,0.0,25.80399,0.0,23.57584,116.25532
2x2,BG_L2_L4_00_L3_11_L2_10_DVAFS_0,360.77877,305.63815,267.9261,267.9261,181.22027,0.0,86.70583,151.14097,30.07929,0.0,8.10071,0.0,50.02488,34.72709
2x2,BITFUSION,267.01614,217.01378,209.71249,209.71249,191.0953,0.0,18.61719,164.62447,26.47083,0.0,3.69598,0.0,45.84685,7.76083
2x2,BG_L2_L4_10_L3_00_L2_00_DVAFS_0,768.78283,752.84593,477.57501,217.35146,217.35146,260.22356,-0.0,188.50526,28.84619,0.0,88.65275,0.0,10.37087,192.18419
2x2,BG_L2_L4_10_L3_00_L2_10_DVAFS_0,558.80029,532.31876,427.55586,281.55503,281.55503,146.00083,0.0,249.04926,32.50576,0.0,27.99835,0.0,23.62277,79.62331
2x2,BG_L2_L4_10_L3_00_L2_11_DVAFS_0,357.62069,328.71475,283.839,204.04468,204.04468,79.79431,0.0,177.58887,26.45582,0.0,11.77932,0.0,26.40834,35.59403
2x2,BG_L2_L4_10_L3_10_L2_00_DVAFS_0,637.50259,604.00726,479.5728,302.14023,154.9829,177.43257,147.15733,130.959,24.0239,0.0,26.58567,0.0,28.7894,102.55471
2x2,BG_L2_L4_10_L3_10_L2_10_DVAFS_0,535.01459,415.59749,377.92634,305.64222,216.46474,72.28412,89.17748,187.71551,28.74923,0.0,8.66855,0.0,103.83302,44.58668
2x2,BG_L2_L4_10_L3_10_L2_11_DVAFS_0,358.59354,249.99601,243.18416,217.45846,201.69216,25.72569,15.76631,172.98016,28.712,0.0,3.25144,0.0,98.43205,13.72589
2x2,BG_L2_L4_10_L3_11_L2_00_DVAFS_0,720.40575,627.88953,580.1096,442.17519,168.27111,137.9344,273.90408,139.44438,28.82673,0.0,8.12314,0.0,84.12828,48.04474
2x2,BG_L2_L4_10_L3_11_L2_10_DVAFS_0,562.8864,372.99668,361.78447,319.01432,236.9124,42.77015,82.10191,203.91176,33.00065,0.0,2.4471,0.0,171.27112,27.3837
2x2,BG_L2_L4_10_L3_11_L2_11_DVAFS_0,463.69721,238.15617,236.1821,227.22949,208.90698,8.95261,18.32251,177.7099,31.19708,0.0,0.85559,0.0,202.39401,24.2655
2x2,BG_L2_L4_11_L3_00_L2_00_DVAFS_0,750.18761,730.5454,579.58162,161.20837,161.20837,418.37325,-0.0,138.79413,22.41424,0.0,27.17073,0.0,16.56917,126.86609
2x2,BG_L2_L4_11_L3_00_L2_10_DVAFS_0,498.5575,455.40989,420.2982,236.48742,236.48742,183.81078,-0.0,204.24649,32.24093,0.0,8.30131,0.0,39.01551,30.94248
2x2,BG_L2_L4_11_L3_00_L2_11_DVAFS_0,362.45643,306.66922,299.43807,205.95294,205.95294,93.48513,0.0,178.71311,27.23984,0.0,3.29595,0.0,50.87119,8.85122
2x2,BG_L2_L4_11_L3_10_L2_00_DVAFS_0,798.43317,752.92185,696.6826,314.45184,168.2458,382.23076,146.20605,140.7732,27.4726,0.0,8.53669,0.0,40.24995,52.96392
2x2,BG_L2_L4_11_L3_10_L2_10_DVAFS_0,694.03056,477.7103,465.30341,349.36059,253.99149,115.94281,95.36911,220.1862,33.80529,0.0,2.40563,0.0,194.9157,31.40582
2x2,BG_L2_L4_11_L3_10_L2_11_DVAFS_0,464.02624,261.16182,259.04141,226.56924,209.31894,32.47217,17.2503,179.15615,30.1628,0.0,0.86113,0.0,181.55522,22.56848
2x2,BG_L2_L4_11_L3_11_L2_00_DVAFS_0,926.1907,781.00081,763.45014,496.38732,194.3089,267.06282,302.07842,161.00253,33.30637,0.0,2.74185,0.0,132.80949,27.18921
2x2,BG_L2_L4_11_L3_11_L2_10_DVAFS_0,932.05661,599.56127,592.58256,523.77797,364.25822,68.80459,159.51975,308.17901,56.0792,0.0,1.3938,0.0,303.38636,34.69389
2x2,BG_L2_L4_11_L3_11_L2_11_DVAFS_0,736.10729,328.13481,327.55328,316.98923,285.16393,10.56405,31.8253,244.01475,41.14918,0.0,0.19075,0.0,368.93757,39.42569
2x2,BG_L3_L4_00_L3_00_L2_10_DVAFS_0,429.98072,414.16787,177.59689,177.59689,79.63243,0.0,97.96446,51.97017,27.66226,0.0,89.25366,0.0,10.26491,152.86526
2x2,BG_L3_L4_00_L3_00_L2_11_DVAFS_0,244.26454,215.06164,136.81005,136.81005,93.49959,0.0,43.31045,69.05871,24.44089,0.0,24.53847,0.0,25.63358,57.28243
2x2,BG_L3_L4_00_L3_10_L2_10_DVAFS_0,366.07607,339.11086,248.06061,248.06061,91.18705,-0.0,156.87355,62.87929,28.30776,0.0,27.05372,0.0,24.12396,66.83779
2x2,BG_L3_L4_00_L3_10_L2_11_DVAFS_0,241.19306,173.10781,142.6221,142.52899,93.64722,0.09311,48.88176,67.81289,25.83433,0.0,8.48599,0.0,61.68811,28.39685
2x2,BG_L3_L4_00_L3_11_L2_10_DVAFS_0,222.90099,194.47795,169.01353,169.01353,65.91984,-0.0,103.09369,41.46247,24.45737,0.0,10.8279,0.0,26.04414,17.01541
2x2,BITBLADE,237.41809,165.94231,158.8427,158.8427,89.35769,0.0,69.48501,63.69646,25.66123,0.0,3.21362,0.0,65.25557,10.10619
2x2,BG_L3_L4_10_L3_00_L2_10_DVAFS_0,570.71771,538.38384,400.41715,224.45209,92.35185,175.96507,132.10024,62.58445,29.7674,0.0,30.83095,0.0,27.62076,111.84884
2x2,BG_L3_L4_10_L3_00_L2_11_DVAFS_0,277.224,216.05467,180.40769,127.51596,91.59417,52.89173,35.92179,67.66809,23.92608,0.0,8.31758,0.0,55.10212,33.3966
2x2,BG_L3_L4_10_L3_10_L2_10_DVAFS_0,397.93706,290.79345,253.72707,190.10057,64.96969,63.6265,125.13088,43.88798,21.08171,0.0,8.56156,0.0,93.22549,42.42294
2x2,BG_L3_L4_10_L3_10_L2_11_DVAFS_0,372.96929,204.91556,194.42129,167.42015,106.36817,27.00113,61.05198,79.29458,27.07359,0.0,2.55167,0.0,150.77477,25.22156
2x2,BG_L3_L4_10_L3_11_L2_10_DVAFS_0,342.89379,233.3396,226.22592,198.14287,71.96785,28.08305,126.17502,47.85993,24.10792,0.0,3.25899,0.0,98.62127,14.78761
2x2,BG_L3_L4_10_L3_11_L2_11_DVAFS_0,401.06264,200.47167,198.07942,187.5474,112.0623,10.53202,75.4851,82.81481,29.2475,0.0,0.90762,0.0,179.59475,22.48085
2x2,BG_L3_L4_11_L3_00_L2_10_DVAFS_0,495.24954,456.36046,392.70978,190.79332,89.45298,201.91645,101.34034,61.20735,28.24564,0.0,10.99666,0.0,34.20727,57.33584
2x2,BG_L3_L4_11_L3_00_L2_11_DVAFS_0,466.95611,317.0677,302.7839,193.53752,138.75752,109.24638,54.78,108.09668,30.66085,0.0,2.44907,0.0,137.2569,24.46624
2x2,BG_L3_L4_11_L3_10_L2_10_DVAFS_0,514.17967,343.06306,330.97744,233.20412,85.50095,97.77333,147.70316,60.06172,25.43923,0.0,2.47059,0.0,154.08002,26.65162
2x2,BG_L3_L4_11_L3_10_L2_11_DVAFS_0,570.29409,275.70693,271.18861,232.33775,149.66446,38.85086,82.67328,112.65859,37.00588,0.0,0.68959,0.0,267.85475,30.56114
2x2,BG_L3_L4_11_L3_11_L2_10_DVAFS_0,470.61039,245.30673,243.05787,216.16382,89.23485,26.89405,126.92897,63.86453,25.37033,0.0,0.86875,0.0,202.15992,24.52385
2x2,BG_L3_L4_11_L3_11_L2_11_DVAFS_0,762.66566,277.38289,276.34358,266.41903,163.90496,9.92456,102.51407,125.84843,38.05653,0.0,0.29931,0.0,441.35088,44.67188
2x2,LOOM,258.22127,242.219,147.38349,145.19773,145.19773,2.18577,-0.0,74.25381,24.38964,0.06977,39.83826,46.55428,13.52821,57.47131
2x2,BG_BS_L4_00_L3_10_L2_11_DVAFS_0,202.51056,171.82667,149.92915,147.74345,142.50327,2.1857,5.24018,71.26002,24.81462,0.06999,10.65789,46.42864,27.21106,14.71246
2x2,BG_BS_L4_00_L3_11_L2_11_DVAFS_0,190.81265,146.00879,139.39747,137.21187,130.92228,2.1856,6.2896,62.34098,22.2515,0.06994,3.05859,46.32979,40.33166,8.02494
2x2,BG_BS_L4_10_L3_00_L2_11_DVAFS_0,236.67039,207.18674,184.35865,156.48151,156.48151,27.87714,0.0,83.80261,25.86896,0.06999,10.68754,46.80994,26.01098,15.61321
2x2,BG_BS_L4_10_L3_10_L2_11_DVAFS_0,253.28908,169.0902,161.87854,147.6849,141.31266,14.19364,6.37224,70.24185,24.47175,0.06999,3.05291,46.59906,76.73006,11.62758
2x2,BG_BS_L4_10_L3_11_L2_11_DVAFS_0,247.70767,149.77164,147.59662,140.91563,134.25476,6.68099,6.66087,64.75023,22.24622,0.06994,0.88462,47.25831,89.41102,9.81542
2x2,BG_BS_L4_11_L3_00_L2_11_DVAFS_0,229.2148,186.27449,178.12698,137.49794,137.49794,40.62903,-0.0,68.67845,22.04183,0.06999,3.2241,46.77766,38.44599,9.41773
2x2,BG_BS_L4_11_L3_10_L2_11_DVAFS_0,267.38053,169.74656,167.16672,144.67521,135.53254,22.49151,9.14266,65.67517,22.74662,0.07005,0.93323,47.11076,89.11665,10.16393
2x2,BG_BS_L4_11_L3_11_L2_11_DVAFS_0,312.1091,160.23613,159.37954,147.94558,137.78887,11.43396,10.15671,66.43041,22.22749,0.06999,0.31409,49.13097,139.2978,13.11767
