,,top,mac,L4,L3,L2,L4_tree,L3_tree,L2_tree,mult_2x2,count,out_reg,pipe_reg,in_reg,accum
8x8,BG_L2_L4_11_L3_00_L2_00_DVAFS_0,104.20863,100.7505,80.09326,35.39282,35.39282,44.70045,0.0,31.08081,4.31201,0.0,9.15495,0.0,3.01364,11.94677
8x8,BG_L2_L4_11_L3_00_L2_10_DVAFS_0,91.97094,85.896,79.87892,46.50951,46.50951,33.36941,-0.0,40.60979,5.89972,0.0,1.38865,0.0,5.65433,5.04903
8x8,BG_L2_L4_11_L3_00_L2_11_DVAFS_0,63.70614,55.03339,52.02116,41.00322,41.00322,11.01795,-0.0,35.18028,5.82294,0.0,0.83907,0.0,8.09943,2.74648
8x8,BG_L2_L4_11_L3_10_L2_00_DVAFS_0,82.14762,76.20037,72.13801,56.29009,41.71314,15.84791,14.57696,36.40402,5.30912,0.0,2.38721,0.0,5.51979,2.10261
8x8,BG_L2_L4_11_L3_10_L2_10_DVAFS_0,85.99247,69.21847,67.47988,60.36513,44.36498,7.11475,16.00014,38.56014,5.80485,0.0,0.39565,0.0,15.61416,2.50279
8x8,BG_L2_L4_11_L3_10_L2_11_DVAFS_0,71.92937,52.5489,51.55236,46.65306,40.81013,4.8993,5.84293,35.00793,5.8022,0.0,0.24313,0.0,18.0358,2.09809
8x8,BG_L2_L4_11_L3_11_L2_00_DVAFS_0,60.41138,51.26405,50.58706,47.84568,32.67549,2.74139,15.17018,28.32355,4.35194,0.0,0.29339,0.0,8.58652,0.9444
8x8,BG_L2_L4_11_L3_11_L2_10_DVAFS_0,85.91024,66.2438,65.89992,62.28587,46.08588,3.61405,16.19999,40.04785,6.03802,0.0,0.11284,0.0,18.32468,1.5728
8x8,BG_L2_L4_11_L3_11_L2_11_DVAFS_0,80.50933,50.40057,50.16589,48.38893,41.49218,1.77696,6.89675,35.59784,5.89434,0.0,0.06798,0.0,27.97247,2.30299
8x8,BG_L3_L4_00_L3_00_L2_10_DVAFS_0,78.11455,74.51648,47.19281,47.19281,18.32366,-0.0,28.86915,12.30209,6.02158,0.0,12.20326,0.0,2.48841,16.23007
8x8,BG_L3_L4_00_L3_00_L2_11_DVAFS_0,41.67991,38.11082,27.88103,27.88103,16.13302,-0.0,11.74801,11.90707,4.22595,0.0,3.59672,0.0,3.16828,7.03388
8x8,BG_L3_L4_00_L3_10_L2_10_DVAFS_0,82.67943,76.98971,59.83909,59.83909,20.28552,-0.0,39.55357,14.0942,6.19132,0.0,4.68731,0.0,5.11453,13.0385
8x8,BG_L3_L4_00_L3_10_L2_11_DVAFS_0,44.45994,38.25248,33.00376,33.00376,17.06396,0.0,15.9398,12.47308,4.59088,0.0,1.37389,0.0,5.78702,4.29526
8x8,BG_L3_L4_00_L3_11_L2_10_DVAFS_0,69.10319,63.25237,53.55923,53.55923,16.39043,0.0,37.1688,11.09233,5.2981,0.0,2.94724,0.0,5.37475,7.22197
8x8,BITBLADE,44.68519,35.7388,32.62627,32.62627,17.34395,0.0,15.28231,12.62922,4.71473,0.0,0.8454,0.0,8.37308,2.84046
8x8,BG_L3_L4_10_L3_00_L2_10_DVAFS_0,80.077,74.32884,62.80357,49.79606,18.95984,13.00751,30.83622,12.96082,5.99903,0.0,3.61849,0.0,5.19764,8.45729
8x8,BG_L3_L4_10_L3_00_L2_11_DVAFS_0,42.2702,35.97151,33.19576,29.39928,17.58152,3.79648,11.81776,12.59655,4.98497,0.0,1.0509,0.0,5.87748,2.14606
8x8,BG_L3_L4_10_L3_10_L2_10_DVAFS_0,83.90423,68.63359,60.41931,51.45989,17.16138,8.95942,34.29851,11.55549,5.60588,0.0,3.63321,0.0,14.07886,5.77285
8x8,BG_L3_L4_10_L3_10_L2_11_DVAFS_0,54.90705,37.7394,36.1435,33.05133,16.98527,3.09217,16.06606,12.41049,4.57478,0.0,0.38957,0.0,16.00779,2.3662
8x8,BG_L3_L4_10_L3_11_L2_10_DVAFS_0,83.23745,66.50903,63.23177,56.70756,16.88899,6.52421,39.81857,11.60572,5.28327,0.0,0.86254,0.0,15.55583,3.5873
8x8,BG_L3_L4_10_L3_11_L2_11_DVAFS_0,55.66339,35.74825,34.75499,32.68233,17.45212,2.07266,15.23021,12.71138,4.74074,0.0,0.24308,0.0,18.57043,2.09488
8x8,BG_L3_L4_11_L3_00_L2_10_DVAFS_0,69.83465,64.56602,60.45673,43.63833,16.66865,16.8184,26.96969,11.09233,5.57632,0.0,2.43277,0.0,4.84071,2.10443
8x8,BG_L3_L4_11_L3_00_L2_11_DVAFS_0,39.86362,30.71778,29.98415,27.03841,15.97905,2.94574,11.05936,11.71324,4.26581,0.0,0.29591,0.0,8.58508,0.99849
8x8,BG_L3_L4_11_L3_10_L2_10_DVAFS_0,69.40751,52.25278,50.59194,40.5865,13.17066,10.00544,27.41584,8.54535,4.6253,0.0,0.39189,0.0,15.99489,2.42879
8x8,BG_L3_L4_11_L3_10_L2_11_DVAFS_0,57.17023,37.18833,36.83667,33.60426,17.58292,3.2324,16.02135,12.73302,4.84989,0.0,0.11291,0.0,18.64013,1.58052
8x8,BG_L3_L4_11_L3_11_L2_10_DVAFS_0,74.05135,54.5817,53.61065,49.08029,14.96473,4.53036,34.11556,9.78561,5.17912,0.0,0.24086,0.0,18.12497,2.07487
8x8,BG_L3_L4_11_L3_11_L2_11_DVAFS_0,65.09399,34.22527,33.98325,31.92318,17.00286,2.06008,14.92032,12.37688,4.62598,0.0,0.06937,0.0,28.73243,2.30894
8x8,LOOM,50.79187,48.10668,35.76219,35.72258,35.71997,0.03961,0.00261,18.03442,3.281,0.03039,2.82574,14.40455,2.14365,10.06029
8x8,BG_BS_L4_00_L3_10_L2_11_DVAFS_0,45.79074,40.08424,36.6339,36.55111,33.34928,0.08278,3.20183,17.33641,3.27588,0.02862,0.70676,12.73699,4.94129,3.50879
8x8,BG_BS_L4_00_L3_11_L2_11_DVAFS_0,46.12078,38.36376,37.00884,36.93972,33.19467,0.06912,3.74505,17.1296,3.17554,0.03692,0.25633,12.88953,6.82666,2.02895
8x8,BG_BS_L4_10_L3_00_L2_11_DVAFS_0,48.15769,42.62391,38.88237,33.05882,33.05662,5.82355,0.0022,17.06675,3.25588,0.02862,0.75715,12.73399,4.76874,3.74942
8x8,BG_BS_L4_10_L3_10_L2_11_DVAFS_0,58.78955,42.31253,40.78417,37.20426,33.93718,3.57991,3.26708,17.71787,3.32359,0.03692,0.29471,12.89572,14.91223,2.79843
8x8,BG_BS_L4_10_L3_11_L2_11_DVAFS_0,56.95265,38.42676,37.91164,36.58621,32.90234,1.32543,3.68387,17.13015,3.19575,0.06198,0.08886,12.57644,16.82842,2.12372
8x8,BG_BS_L4_11_L3_00_L2_11_DVAFS_0,65.17319,57.75311,54.8484,32.12892,32.12722,22.71948,0.0017,17.2488,3.09645,0.02837,0.53159,11.78197,6.48066,3.31253
8x8,BG_BS_L4_11_L3_10_L2_11_DVAFS_0,57.91263,39.48016,38.96636,36.22341,33.11939,2.74295,3.10402,17.06752,3.21919,0.02502,0.09536,12.83268,16.70233,2.14858
8x8,BG_BS_L4_11_L3_11_L2_11_DVAFS_0,64.95736,38.70576,38.51034,37.32032,33.58034,1.19002,3.73999,17.17659,3.16466,0.03151,0.0496,13.23908,23.8607,2.53672
8x4,BG_L2_L4_00_L3_00_L2_00_DVAFS_0,130.44063,125.31713,38.44109,38.44109,38.44109,0.0,-0.0,33.06926,5.37183,0.0,41.02247,0.0,1.81122,49.16585
8x4,BG_L2_L4_00_L3_00_L2_10_DVAFS_0,119.65389,116.25969,59.09317,59.09317,59.09317,0.0,-0.0,51.75842,7.33474,0.0,15.88648,0.0,2.28454,42.38969
8x4,BG_L2_L4_00_L3_00_L2_11_DVAFS_0,83.979,80.64984,44.4228,44.4228,44.4228,0.0,0.0,38.29347,6.12933,0.0,10.21324,0.0,2.68157,26.66139
8x4,BG_L2_L4_00_L3_10_L2_00_DVAFS_0,128.89394,125.29419,82.16525,82.16525,44.42498,0.0,37.74027,38.39226,6.03272,0.0,13.34379,0.0,2.49007,30.89484
8x4,BG_L2_L4_00_L3_10_L2_10_DVAFS_0,99.66296,94.09111,78.8077,78.8077,60.18172,0.0,18.62598,52.677,7.50473,0.0,4.48774,0.0,4.99774,11.36979
8x4,BG_L2_L4_00_L3_10_L2_11_DVAFS_0,65.13441,59.26815,51.35794,51.35794,46.15501,0.0,5.20293,39.75099,6.40402,0.0,2.65917,0.0,5.39016,5.72714
8x4,BG_L2_L4_00_L3_11_L2_00_DVAFS_0,101.03813,97.47119,81.47639,81.47639,30.59923,0.0,50.87716,26.29311,4.30612,0.0,3.75857,0.0,3.1671,12.63608
8x4,BG_L2_L4_00_L3_11_L2_10_DVAFS_0,66.26674,60.1756,55.47394,55.47394,42.75175,0.0,12.7222,37.07216,5.67959,0.0,1.26661,0.0,5.67063,3.85556
8x4,BITFUSION,56.2126,47.54006,45.17536,45.17536,39.54856,0.0,5.6268,33.8295,5.71906,0.0,0.74707,0.0,8.0992,2.19098
8x4,BG_L2_L4_10_L3_00_L2_00_DVAFS_0,151.65842,148.0587,105.56099,46.34818,46.34818,59.21281,0.0,40.40611,5.94206,0.0,13.33611,0.0,2.49003,30.27129
8x4,BG_L2_L4_10_L3_00_L2_10_DVAFS_0,132.13099,126.88428,101.86592,72.67417,72.67417,29.19175,0.0,64.04263,8.63154,0.0,10.91335,0.0,4.63354,14.71818
8x4,BG_L2_L4_10_L3_00_L2_11_DVAFS_0,71.04821,65.21114,57.05334,44.8814,44.8814,12.17193,0.0,38.63607,6.24534,0.0,2.67943,0.0,5.36095,5.95449
8x4,BG_L2_L4_10_L3_10_L2_00_DVAFS_0,143.65333,137.9043,124.69418,87.43758,46.33869,37.2566,41.0989,40.20987,6.12881,0.0,3.85788,0.0,5.1985,9.90277
8x4,BG_L2_L4_10_L3_10_L2_10_DVAFS_0,110.81782,94.71224,89.19253,80.1056,61.01509,9.08693,19.09051,53.46452,7.55057,0.0,1.31243,0.0,14.93607,5.37679
8x4,BG_L2_L4_10_L3_10_L2_11_DVAFS_0,77.76422,61.26463,58.55649,53.21056,47.5455,5.34592,5.66507,40.98406,6.56144,0.0,0.77783,0.0,15.32695,3.10295
8x4,BG_L2_L4_10_L3_11_L2_00_DVAFS_0,176.73795,170.70383,164.19015,132.25523,39.31055,31.93492,92.94468,33.97316,5.33739,0.0,2.75125,0.0,5.56517,4.23139
8x4,BG_L2_L4_10_L3_11_L2_10_DVAFS_0,77.75732,60.49878,58.92248,56.65523,42.86446,2.26725,13.79078,37.08066,5.7838,0.0,0.37084,0.0,16.09863,2.36537
8x4,BG_L2_L4_10_L3_11_L2_11_DVAFS_0,68.28499,48.9044,48.12281,46.41575,40.65237,1.70706,5.76338,34.81998,5.83239,0.0,0.21526,0.0,18.03582,1.9111
8x4,BG_L2_L4_11_L3_00_L2_00_DVAFS_0,194.579,191.12088,166.95616,33.71259,33.71259,133.24357,0.0,29.40058,4.31201,0.0,9.33641,0.0,3.01364,15.27278
8x4,BG_L2_L4_11_L3_00_L2_10_DVAFS_0,85.20141,79.12636,73.79287,43.76487,43.76487,30.028,0.0,38.04443,5.72044,0.0,1.30194,0.0,5.65433,4.45228
8x4,BG_L2_L4_11_L3_00_L2_11_DVAFS_0,59.84158,51.16881,48.73066,39.74671,39.74671,8.98395,0.0,34.02156,5.72515,0.0,0.75245,0.0,8.09943,2.25904
8x4,BG_L2_L4_11_L3_10_L2_00_DVAFS_0,158.02773,152.08048,146.58086,72.09691,39.1606,74.48395,32.93631,33.85148,5.30912,0.0,2.6263,0.0,5.51979,3.30078
8x4,BG_L2_L4_11_L3_10_L2_10_DVAFS_0,80.31921,63.54513,61.94282,55.92274,42.79552,6.02008,13.12722,37.00273,5.79278,0.0,0.37491,0.0,15.61416,2.38732
8x4,BG_L2_L4_11_L3_10_L2_11_DVAFS_0,69.54343,50.16289,49.36638,45.18818,40.29881,4.1782,4.88937,34.47093,5.82788,0.0,0.21644,0.0,18.0358,1.92481
8x4,BG_L2_L4_11_L3_11_L2_00_DVAFS_0,110.51537,101.36803,100.31501,79.67728,30.48948,20.63773,49.1878,26.13754,4.35194,0.0,0.30917,0.0,8.58652,1.30467
8x4,BG_L2_L4_11_L3_11_L2_10_DVAFS_0,80.78615,61.11937,60.8357,57.59781,44.26703,3.23789,13.33078,38.34029,5.92674,0.0,0.10627,0.0,18.32468,1.5195
8x4,BG_L2_L4_11_L3_11_L2_11_DVAFS_0,78.24658,48.13741,47.95378,46.39179,40.56663,1.562,5.82515,34.7089,5.85774,0.0,0.0616,0.0,27.97247,2.25873
8x4,BG_L3_L4_00_L3_00_L2_10_DVAFS_0,86.49355,82.89547,43.74039,43.74039,18.32366,0.0,25.41673,12.30209,6.02158,0.0,13.3835,0.0,2.48841,26.88125
8x4,BG_L3_L4_00_L3_00_L2_11_DVAFS_0,42.4762,38.90712,26.59698,26.59698,16.13302,0.0,10.46396,11.90707,4.22595,0.0,3.90555,0.0,3.16828,8.80539
8x4,BG_L3_L4_00_L3_10_L2_10_DVAFS_0,81.65155,75.96176,61.05546,61.05546,20.67485,0.0,40.38061,14.43157,6.24328,0.0,4.45815,0.0,5.11453,11.02341
8x4,BG_L3_L4_00_L3_10_L2_11_DVAFS_0,43.82081,37.61324,32.79191,32.79191,16.87967,0.0,15.91224,12.30037,4.5793,0.0,1.29572,0.0,5.78702,3.94616
8x4,BG_L3_L4_00_L3_11_L2_10_DVAFS_0,68.39846,62.54764,54.30067,54.30067,16.63923,0.0,37.66143,11.32103,5.3182,0.0,2.68646,0.0,5.37475,6.03658
8x4,BITBLADE,44.07921,35.1328,32.53584,32.53584,17.25542,0.0,15.28042,12.53103,4.72439,0.0,0.76736,0.0,8.37308,2.40294
8x4,BG_L3_L4_10_L3_00_L2_10_DVAFS_0,94.05202,88.30386,73.98107,46.85837,18.95984,27.12271,27.89852,12.96082,5.99903,0.0,3.90625,0.0,5.19764,10.96705
8x4,BG_L3_L4_10_L3_00_L2_11_DVAFS_0,46.25244,39.95375,36.44894,28.31425,17.58152,8.13469,10.73273,12.59655,4.98497,0.0,1.16545,0.0,5.87748,2.76057
8x4,BG_L3_L4_10_L3_10_L2_10_DVAFS_0,82.50934,67.23868,59.83946,52.10152,17.3823,7.73794,34.71922,11.74656,5.63574,0.0,3.5109,0.0,14.07886,5.08011
8x4,BG_L3_L4_10_L3_10_L2_11_DVAFS_0,54.63279,37.46507,35.99187,33.1268,17.02551,2.86507,16.10129,12.43288,4.59263,0.0,0.37131,0.0,16.00779,2.26182
8x4,BG_L3_L4_10_L3_11_L2_10_DVAFS_0,82.05271,65.32427,62.55746,56.80252,17.00341,5.75494,39.79911,11.70327,5.30014,0.0,0.78347,0.0,15.55583,3.15594
8x4,BG_L3_L4_10_L3_11_L2_11_DVAFS_0,55.36933,35.45413,34.62028,32.8999,17.59799,1.72038,15.30191,12.77334,4.82465,0.0,0.22106,0.0,18.57043,1.95756
8x4,BG_L3_L4_11_L3_00_L2_10_DVAFS_0,113.4471,108.17847,102.81997,40.78988,16.66865,62.03009,24.12124,11.09233,5.57632,0.0,2.63963,0.0,4.84071,3.14678
8x4,BG_L3_L4_11_L3_00_L2_11_DVAFS_0,51.2155,42.06965,41.08596,25.99808,15.97905,15.08788,10.01903,11.71324,4.26581,0.0,0.31567,0.0,8.58508,1.22879
8x4,BG_L3_L4_11_L3_10_L2_10_DVAFS_0,68.44234,51.28754,49.80223,40.53366,13.17331,9.26857,27.36035,8.53276,4.64055,0.0,0.36935,0.0,15.99489,2.27588
8x4,BG_L3_L4_11_L3_10_L2_11_DVAFS_0,57.09829,37.11604,36.79416,33.56355,17.5491,3.23061,16.01444,12.69522,4.85388,0.0,0.10976,0.0,18.64013,1.55424
8x4,BG_L3_L4_11_L3_11_L2_10_DVAFS_0,73.31009,53.84038,53.03187,49.27272,15.1222,3.75915,34.15052,9.91364,5.20856,0.0,0.21775,0.0,18.12497,1.9355
8x4,BG_L3_L4_11_L3_11_L2_11_DVAFS_0,65.07407,34.20494,34.0138,32.22244,17.04206,1.79135,15.18038,12.39488,4.64719,0.0,0.06299,0.0,28.73243,2.26486
8x4,LOOM,57.19996,54.27902,41.63804,41.55996,41.55735,0.07808,0.00261,19.1122,3.84028,0.03567,3.63761,18.60487,2.37549,9.54881
8x4,BG_BS_L4_00_L3_10_L2_11_DVAFS_0,49.97272,44.02436,40.74399,40.58014,37.77112,0.16386,2.80902,18.05808,3.87434,0.03136,0.73552,15.83869,5.17932,3.31389
8x4,BG_BS_L4_00_L3_11_L2_11_DVAFS_0,50.18573,41.90078,40.65661,40.52009,37.30383,0.13652,3.21626,17.66195,3.58725,0.04718,0.24974,16.05464,7.33924,1.94014
8x4,BG_BS_L4_10_L3_00_L2_11_DVAFS_0,52.3705,46.59647,43.11388,37.4854,37.4832,5.62848,0.0022,17.81728,3.83502,0.03136,0.76498,15.8309,5.00515,3.48648
8x4,BG_BS_L4_10_L3_10_L2_11_DVAFS_0,63.18066,46.45511,45.14194,41.72618,38.82045,3.41577,2.90572,18.82033,3.93491,0.04718,0.26228,16.06521,15.15662,2.61981
8x4,BG_BS_L4_10_L3_11_L2_11_DVAFS_0,61.11905,42.04183,41.51315,40.31401,37.1388,1.19914,3.17521,17.79256,3.63786,0.10116,0.08806,15.70838,17.36411,2.15372
8x4,BG_BS_L4_11_L3_00_L2_11_DVAFS_0,72.36011,64.45124,61.82502,35.90338,35.90168,25.92163,0.0017,17.94365,3.51803,0.0311,0.47443,14.44,6.9541,3.10656
8x4,BG_BS_L4_11_L3_10_L2_11_DVAFS_0,61.73134,42.79688,42.3139,39.89936,37.19401,2.41455,2.70535,17.54906,3.72805,0.02663,0.0914,15.9169,17.18869,2.13734
8x4,BG_BS_L4_11_L3_11_L2_11_DVAFS_0,70.38712,42.60077,42.4244,41.24087,38.01366,1.18353,3.22722,17.74082,3.61095,0.03964,0.05314,16.66189,25.33395,2.57563
8x2,BG_L2_L4_00_L3_00_L2_00_DVAFS_0,138.10807,132.98457,37.19555,37.19555,37.19555,-0.0,0.0,31.82372,5.37183,0.0,43.75385,0.0,1.81122,55.34744
8x2,BG_L2_L4_00_L3_00_L2_10_DVAFS_0,118.13372,114.7395,60.2085,60.2085,60.2085,0.0,0.0,52.72219,7.4863,0.0,15.55052,0.0,2.28454,40.09017
8x2,BG_L2_L4_00_L3_00_L2_11_DVAFS_0,84.62979,81.30061,46.62347,46.62347,46.62347,-0.0,0.0,40.31953,6.30394,0.0,9.91632,0.0,2.68157,25.40843
8x2,BG_L2_L4_00_L3_10_L2_00_DVAFS_0,158.36258,154.76283,96.96503,96.96503,44.47204,0.0,52.49299,38.43932,6.03272,0.0,14.88252,0.0,2.49007,44.02496
8x2,BG_L2_L4_00_L3_10_L2_10_DVAFS_0,99.92376,94.35175,79.40493,79.40493,59.65208,0.0,19.75286,52.09167,7.56041,0.0,4.42009,0.0,4.99774,11.10099
8x2,BG_L2_L4_00_L3_10_L2_11_DVAFS_0,65.66562,59.79935,52.7576,52.7576,47.71219,-0.0,5.04541,41.22545,6.48674,0.0,2.56961,0.0,5.39016,4.94824
8x2,BG_L2_L4_00_L3_11_L2_00_DVAFS_0,136.65503,133.08808,111.59637,111.59637,31.3332,0.0,80.26318,27.02708,4.30612,0.0,4.23334,0.0,3.1671,17.65822
8x2,BG_L2_L4_00_L3_11_L2_10_DVAFS_0,64.20262,58.11125,53.41585,53.41585,40.33879,-0.0,13.07706,35.04198,5.2968,0.0,1.25993,0.0,5.67063,3.85622
8x2,BITFUSION,55.74409,47.07151,44.97876,44.97876,39.81223,0.0,5.16653,34.11281,5.69942,0.0,0.72923,0.0,8.0992,1.9369
8x2,BG_L2_L4_10_L3_00_L2_00_DVAFS_0,185.60694,182.00722,124.78451,46.10256,46.10256,78.68195,0.0,40.16049,5.94206,0.0,14.87871,0.0,2.49003,43.4537
8x2,BG_L2_L4_10_L3_00_L2_10_DVAFS_0,131.45599,126.20927,100.81233,70.11949,70.11949,30.69285,-0.0,61.46849,8.65099,0.0,10.75693,0.0,4.63354,15.25318
8x2,BG_L2_L4_10_L3_00_L2_11_DVAFS_0,72.12004,66.28296,59.0985,46.77085,46.77085,12.32765,0.0,40.40239,6.36846,0.0,2.57903,0.0,5.36095,5.08156
8x2,BG_L2_L4_10_L3_10_L2_00_DVAFS_0,194.15978,188.41074,168.34047,102.1431,45.66863,66.19737,56.47447,39.53982,6.12881,0.0,4.34374,0.0,5.1985,16.27707
8x2,BG_L2_L4_10_L3_10_L2_10_DVAFS_0,111.7563,95.65049,90.071,80.52824,60.16005,9.54276,20.36819,52.55953,7.60053,0.0,1.3016,0.0,14.93607,5.44763
8x2,BG_L2_L4_10_L3_10_L2_11_DVAFS_0,78.68923,62.18962,59.83229,54.63022,49.14797,5.20207,5.48225,42.44673,6.70124,0.0,0.75384,0.0,15.32695,2.77615
8x2,BG_L2_L4_10_L3_11_L2_00_DVAFS_0,214.12433,208.09021,194.02718,155.79975,38.35172,38.22743,117.44803,33.01434,5.33739,0.0,3.78799,0.0,5.56517,10.74399
8x2,BG_L2_L4_10_L3_11_L2_10_DVAFS_0,77.12724,59.86855,58.17283,55.6184,41.3273,2.55443,14.2911,35.79724,5.53006,0.0,0.37012,0.0,16.09863,2.48566
8x2,BG_L2_L4_10_L3_11_L2_11_DVAFS_0,68.31618,48.93546,48.2633,46.71648,41.39091,1.54682,5.32557,35.50059,5.89032,0.0,0.20874,0.0,18.03582,1.80831
8x2,BG_L2_L4_11_L3_00_L2_00_DVAFS_0,231.6946,228.23648,196.37571,32.72015,32.72015,163.65556,-0.0,28.40814,4.31201,0.0,10.47912,0.0,3.01364,21.82613
8x2,BG_L2_L4_11_L3_00_L2_10_DVAFS_0,83.96744,77.89216,72.59787,41.37996,41.37996,31.21791,-0.0,36.02619,5.35377,0.0,1.29187,0.0,5.65433,4.42337
8x2,BG_L2_L4_11_L3_00_L2_11_DVAFS_0,58.924,50.2512,48.04965,39.89856,39.89856,8.15109,0.0,34.17589,5.72268,0.0,0.73834,0.0,8.09943,2.03659
8x2,BG_L2_L4_11_L3_10_L2_00_DVAFS_0,212.6246,206.67735,196.28892,83.8978,38.4173,112.39112,45.4805,33.10818,5.30912,0.0,3.38616,0.0,5.51979,7.42973
8x2,BG_L2_L4_11_L3_10_L2_10_DVAFS_0,79.70677,62.93256,61.25931,55.34756,41.43425,5.91174,13.91332,35.86506,5.56918,0.0,0.37473,0.0,15.61416,2.45858
8x2,BG_L2_L4_11_L3_10_L2_11_DVAFS_0,69.51364,50.13296,49.41532,45.60771,41.03212,3.80761,4.57559,35.15274,5.87938,0.0,0.21353,0.0,18.0358,1.84899
8x2,BG_L2_L4_11_L3_11_L2_00_DVAFS_0,153.29398,144.14665,142.20087,104.62471,30.31114,37.57616,74.31357,25.9592,4.35194,0.0,0.353,0.0,8.58652,2.15359
8x2,BG_L2_L4_11_L3_11_L2_10_DVAFS_0,78.82097,59.15352,58.89964,54.73027,41.25865,4.16936,13.47162,35.63392,5.62473,0.0,0.10406,0.0,18.32468,1.4926
8x2,BG_L2_L4_11_L3_11_L2_11_DVAFS_0,77.37917,47.26919,47.10088,45.54431,40.24812,1.55657,5.29619,34.46303,5.78509,0.0,0.05985,0.0,27.97247,2.24597
8x2,BG_L3_L4_00_L3_00_L2_10_DVAFS_0,92.77614,89.17806,42.33407,42.33407,18.32366,0.0,24.01041,12.30209,6.02158,0.0,14.84471,0.0,2.48841,33.10896
8x2,BG_L3_L4_00_L3_00_L2_11_DVAFS_0,44.73144,41.16235,26.0312,26.0312,16.13302,0.0,9.89818,11.90707,4.22595,0.0,4.46305,0.0,3.16828,11.06891
8x2,BG_L3_L4_00_L3_10_L2_10_DVAFS_0,81.59324,75.90352,61.19196,61.19196,20.79927,0.0,40.3927,14.53521,6.26406,0.0,4.39163,0.0,5.11453,10.89511
8x2,BG_L3_L4_00_L3_10_L2_11_DVAFS_0,40.77309,34.56564,29.97476,29.97476,16.81191,0.0,13.16285,12.25601,4.5559,0.0,1.26884,0.0,5.78702,3.74247
